country,iso3,year,indicator_abbr,dimension,subgroup,order,estimate,population,data_source,gdp_pc_usd,gini,urban_pct,health_exp_pct
Burkina Faso,BFA,2003,smoked,residence,Urban,2,0.1999999999999999,2697.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2003,smoked,wealth,Fourth,4,0.1,2058.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2003,smoked,wealth,Highest,5,0.0999999999999999,2967.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2003,smoked,wealth,Lowest,1,0.0,2190.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2003,smoked,wealth,Middle,3,0.1999999999999999,2972.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2003,smoked,wealth,Second,2,0.0,2290.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2010,smoked,education,Higher,4,8.108381502890174,346.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2010,smoked,education,No education,1,5.543357194855617,16484.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2010,smoked,education,Primary,2,8.415887339349194,3657.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2010,smoked,education,Secondary,3,6.282038834951456,3090.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2010,smoked,residence,Rural,1,5.852791490362012,17016.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2010,smoked,residence,Urban,2,6.796423679805205,6571.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2010,smoked,wealth,Fourth,4,5.935591026747195,4636.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2010,smoked,wealth,Highest,5,6.4022339897401945,6043.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2010,smoked,wealth,Lowest,1,6.541623488773748,4053.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2010,smoked,wealth,Middle,3,5.488184892897407,4435.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2010,smoked,wealth,Second,2,6.127149321266969,4420.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2021,smoked,education,Higher,4,3.14019728729963,811.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2021,smoked,education,No education,1,5.180322243771445,13406.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2021,smoked,education,Primary,2,5.504291287386216,3845.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
Burkina Faso,BFA,2021,smoked,education,Secondary,3,3.022578655151141,6484.0,DHS,981.992649769081,37.4,28.3352514896662,7.79943228
