country,iso3,year,indicator_abbr,dimension,subgroup,order,estimate,population,data_source
LBN,LBN,2023,smoked,sex,SEX_BTSX,1,46.3,,GHO
UGA,UGA,2010,smoked,sex,SEX_FMLE,1,4.3,,GHO
PAK,PAK,2025,smoked,sex,SEX_MLE,1,22.3,,GHO
LBY,LBY,2030,smoked,sex,SEX_BTSX,1,21.0,,GHO
ARM,ARM,2025,smoked,sex,SEX_FMLE,1,1.7,,GHO
COD,COD,2022,smoked,sex,SEX_FMLE,1,1.9,,GHO
DZA,DZA,2024,smoked,sex,SEX_BTSX,1,17.4,,GHO
PSE,PSE,2010,smoked,sex,SEX_BTSX,1,25.0,,GHO
DZA,DZA,2015,smoked,sex,SEX_BTSX,1,17.0,,GHO
SAU,SAU,2022,smoked,sex,SEX_MLE,1,23.2,,GHO
VUT,VUT,2024,smoked,sex,SEX_MLE,1,40.8,,GHO
FRA,FRA,2023,smoked,sex,SEX_BTSX,1,33.4,,GHO
JOR,JOR,2025,smoked,sex,SEX_FMLE,1,13.1,,GHO
CMR,CMR,2025,smoked,sex,SEX_FMLE,1,0.4,,GHO
PHL,PHL,2020,smoked,sex,SEX_BTSX,1,21.9,,GHO
SRB,SRB,2030,smoked,sex,SEX_MLE,1,37.4,,GHO
MAR,MAR,2025,smoked,sex,SEX_FMLE,1,1.2,,GHO
JOR,JOR,2024,smoked,sex,SEX_FMLE,1,13.1,,GHO
CHE,CHE,2024,smoked,sex,SEX_MLE,1,24.0,,GHO
VNM,VNM,2024,smoked,sex,SEX_BTSX,1,20.5,,GHO
CYP,CYP,2025,smoked,sex,SEX_FMLE,1,18.9,,GHO
ARG,ARG,2010,smoked,sex,SEX_BTSX,1,28.7,,GHO
LBY,LBY,2020,smoked,sex,SEX_MLE,1,48.0,,GHO
KIR,KIR,2020,smoked,sex,SEX_MLE,1,54.7,,GHO
TKM,TKM,2015,smoked,sex,SEX_BTSX,1,7.0,,GHO
BIH,BIH,2023,smoked,sex,SEX_BTSX,1,37.3,,GHO
UZB,UZB,2025,smoked,sex,SEX_MLE,1,19.0,,GHO
KHM,KHM,2022,smoked,sex,SEX_FMLE,1,2.1,,GHO
THA,THA,2030,smoked,sex,SEX_MLE,1,31.1,,GHO
FRA,FRA,2015,smoked,sex,SEX_FMLE,1,30.7,,GHO
JOR,JOR,2020,smoked,sex,SEX_MLE,1,54.5,,GHO
QAT,QAT,2015,smoked,sex,SEX_FMLE,1,2.9,,GHO
AND,AND,2030,smoked,sex,SEX_BTSX,1,35.9,,GHO
ROU,ROU,2023,smoked,sex,SEX_BTSX,1,29.1,,GHO
THA,THA,2024,smoked,sex,SEX_MLE,1,34.2,,GHO
ZMB,ZMB,2015,smoked,sex,SEX_MLE,1,24.9,,GHO
BTN,BTN,2015,smoked,sex,SEX_BTSX,1,9.1,,GHO
MMR,MMR,2022,smoked,sex,SEX_FMLE,1,5.6,,GHO
THA,THA,2015,smoked,sex,SEX_BTSX,1,20.8,,GHO
NZL,NZL,2015,smoked,sex,SEX_MLE,1,15.4,,GHO
PHL,PHL,2024,smoked,sex,SEX_BTSX,1,19.9,,GHO
PER,PER,2030,smoked,sex,SEX_MLE,1,17.9,,GHO
ESP,ESP,2015,smoked,sex,SEX_FMLE,1,26.8,,GHO
NOR,NOR,2020,smoked,sex,SEX_FMLE,1,14.6,,GHO
GNB,GNB,2022,smoked,sex,SEX_FMLE,1,0.4,,GHO
NZL,NZL,2030,smoked,sex,SEX_MLE,1,7.9,,GHO
TLS,TLS,2020,smoked,sex,SEX_MLE,1,76.2,,GHO
KEN,KEN,2024,smoked,sex,SEX_MLE,1,13.6,,GHO
LSO,LSO,2025,smoked,sex,SEX_FMLE,1,1.6,,GHO
USA,USA,2022,smoked,sex,SEX_FMLE,1,12.5,,GHO
OMN,OMN,2030,smoked,sex,SEX_FMLE,1,0.3,,GHO
UKR,UKR,2030,smoked,sex,SEX_BTSX,1,20.2,,GHO
ALB,ALB,2015,smoked,sex,SEX_BTSX,1,25.5,,GHO
GBR,GBR,2015,smoked,sex,SEX_BTSX,1,19.2,,GHO
RWA,RWA,2022,smoked,sex,SEX_MLE,1,14.9,,GHO
OMN,OMN,2020,smoked,sex,SEX_MLE,1,14.6,,GHO
LVA,LVA,2023,smoked,sex,SEX_FMLE,1,20.1,,GHO
MYS,MYS,2022,smoked,sex,SEX_BTSX,1,17.3,,GHO
JOR,JOR,2023,smoked,sex,SEX_FMLE,1,13.0,,GHO
BGD,BGD,2023,smoked,sex,SEX_FMLE,1,0.4,,GHO
LVA,LVA,2015,smoked,sex,SEX_MLE,1,47.2,,GHO
UGA,UGA,2024,smoked,sex,SEX_FMLE,1,1.9,,GHO
NRU,NRU,2024,smoked,sex,SEX_FMLE,1,40.3,,GHO
KEN,KEN,2022,smoked,sex,SEX_BTSX,1,7.9,,GHO
LBN,LBN,2022,smoked,sex,SEX_BTSX,1,45.6,,GHO
MDV,MDV,2022,smoked,sex,SEX_FMLE,1,3.7,,GHO
MUS,MUS,2030,smoked,sex,SEX_FMLE,1,2.1,,GHO
ARE,ARE,2022,smoked,sex,SEX_FMLE,1,2.7,,GHO
ISR,ISR,2022,smoked,sex,SEX_BTSX,1,21.8,,GHO
TZA,TZA,2022,smoked,sex,SEX_BTSX,1,6.9,,GHO
MEX,MEX,2022,smoked,sex,SEX_BTSX,1,16.1,,GHO
GAB,GAB,2024,smoked,sex,SEX_MLE,1,19.5,,GHO
KHM,KHM,2022,smoked,sex,SEX_BTSX,1,16.1,,GHO
NLD,NLD,2030,smoked,sex,SEX_BTSX,1,18.0,,GHO
BGR,BGR,2015,smoked,sex,SEX_BTSX,1,40.4,,GHO
EGY,EGY,2023,smoked,sex,SEX_MLE,1,49.1,,GHO
HUN,HUN,2010,smoked,sex,SEX_BTSX,1,34.9,,GHO
PRT,PRT,2020,smoked,sex,SEX_BTSX,1,27.6,,GHO
BLR,BLR,2022,smoked,sex,SEX_MLE,1,39.8,,GHO
JAM,JAM,2025,smoked,sex,SEX_BTSX,1,11.2,,GHO
UKR,UKR,2023,smoked,sex,SEX_BTSX,1,23.5,,GHO
HUN,HUN,2023,smoked,sex,SEX_FMLE,1,28.9,,GHO
GBR,GBR,2030,smoked,sex,SEX_FMLE,1,8.2,,GHO
LBN,LBN,2015,smoked,sex,SEX_FMLE,1,35.1,,GHO
HUN,HUN,2030,smoked,sex,SEX_MLE,1,30.2,,GHO
LBR,LBR,2010,smoked,sex,SEX_BTSX,1,9.5,,GHO
TUV,TUV,2010,smoked,sex,SEX_MLE,1,59.2,,GHO
ARE,ARE,2023,smoked,sex,SEX_FMLE,1,2.7,,GHO
BHR,BHR,2020,smoked,sex,SEX_BTSX,1,16.1,,GHO
VNM,VNM,2024,smoked,sex,SEX_MLE,1,40.2,,GHO
NZL,NZL,2020,smoked,sex,SEX_MLE,1,12.3,,GHO
JAM,JAM,2022,smoked,sex,SEX_MLE,1,19.1,,GHO
SWE,SWE,2022,smoked,sex,SEX_BTSX,1,11.3,,GHO
BLR,BLR,2023,smoked,sex,SEX_MLE,1,38.9,,GHO
KWT,KWT,2030,smoked,sex,SEX_MLE,1,36.4,,GHO
BRN,BRN,2023,smoked,sex,SEX_BTSX,1,14.6,,GHO
BHR,BHR,2025,smoked,sex,SEX_MLE,1,24.5,,GHO
PAN,PAN,2020,smoked,sex,SEX_FMLE,1,2.1,,GHO
CRI,CRI,2015,smoked,sex,SEX_BTSX,1,10.5,,GHO
COL,COL,2022,smoked,sex,SEX_FMLE,1,4.3,,GHO
PLW,PLW,2010,smoked,sex,SEX_FMLE,1,10.2,,GHO
TON,TON,2010,smoked,sex,SEX_BTSX,1,32.5,,GHO
SWZ,SWZ,2010,smoked,sex,SEX_MLE,1,16.1,,GHO
ITA,ITA,2022,smoked,sex,SEX_BTSX,1,22.7,,GHO
PER,PER,2030,smoked,sex,SEX_BTSX,1,10.0,,GHO
EGY,EGY,2025,smoked,sex,SEX_FMLE,1,0.4,,GHO
LSO,LSO,2024,smoked,sex,SEX_FMLE,1,1.5,,GHO
MNG,MNG,2015,smoked,sex,SEX_MLE,1,50.9,,GHO
PAK,PAK,2010,smoked,sex,SEX_FMLE,1,5.5,,GHO
MEX,MEX,2010,smoked,sex,SEX_MLE,1,27.9,,GHO
BTN,BTN,2010,smoked,sex,SEX_BTSX,1,10.5,,GHO
IRL,IRL,2030,smoked,sex,SEX_FMLE,1,12.3,,GHO
CAN,CAN,2010,smoked,sex,SEX_FMLE,1,16.8,,GHO
BHS,BHS,2022,smoked,sex,SEX_MLE,1,24.1,,GHO
IRN,IRN,2025,smoked,sex,SEX_BTSX,1,7.8,,GHO
SAU,SAU,2024,smoked,sex,SEX_BTSX,1,13.4,,GHO
COM,COM,2024,smoked,sex,SEX_MLE,1,12.8,,GHO
PRT,PRT,2024,smoked,sex,SEX_FMLE,1,22.5,,GHO
CPV,CPV,2025,smoked,sex,SEX_BTSX,1,7.2,,GHO
VNM,VNM,2023,smoked,sex,SEX_FMLE,1,0.8,,GHO
JAM,JAM,2030,smoked,sex,SEX_MLE,1,16.8,,GHO
SAU,SAU,2030,smoked,sex,SEX_FMLE,1,3.4,,GHO
KAZ,KAZ,2030,smoked,sex,SEX_FMLE,1,6.4,,GHO
BEN,BEN,2025,smoked,sex,SEX_MLE,1,9.1,,GHO
COD,COD,2015,smoked,sex,SEX_FMLE,1,2.2,,GHO
KGZ,KGZ,2022,smoked,sex,SEX_FMLE,1,2.9,,GHO
KEN,KEN,2020,smoked,sex,SEX_MLE,1,15.8,,GHO
MWI,MWI,2025,smoked,sex,SEX_BTSX,1,7.7,,GHO
VUT,VUT,2022,smoked,sex,SEX_MLE,1,41.5,,GHO
ITA,ITA,2010,smoked,sex,SEX_MLE,1,29.6,,GHO
MLI,MLI,2024,smoked,sex,SEX_FMLE,1,0.5,,GHO
SLE,SLE,2030,smoked,sex,SEX_FMLE,1,4.0,,GHO
ARE,ARE,2024,smoked,sex,SEX_MLE,1,15.3,,GHO
ALB,ALB,2025,smoked,sex,SEX_FMLE,1,5.9,,GHO
CYP,CYP,2015,smoked,sex,SEX_FMLE,1,19.5,,GHO
BWA,BWA,2020,smoked,sex,SEX_FMLE,1,4.2,,GHO
PAN,PAN,2015,smoked,sex,SEX_BTSX,1,6.6,,GHO
PLW,PLW,2030,smoked,sex,SEX_BTSX,1,16.7,,GHO
CPV,CPV,2010,smoked,sex,SEX_BTSX,1,9.9,,GHO
MDV,MDV,2030,smoked,sex,SEX_MLE,1,38.6,,GHO
TZA,TZA,2023,smoked,sex,SEX_FMLE,1,1.3,,GHO
THA,THA,2023,smoked,sex,SEX_FMLE,1,1.3,,GHO
VUT,VUT,2020,smoked,sex,SEX_BTSX,1,25.1,,GHO
BGD,BGD,2024,smoked,sex,SEX_BTSX,1,16.7,,GHO
CUB,CUB,2020,smoked,sex,SEX_BTSX,1,18.6,,GHO
TCD,TCD,2020,smoked,sex,SEX_MLE,1,13.8,,GHO
MAR,MAR,2010,smoked,sex,SEX_FMLE,1,1.8,,GHO
AUT,AUT,2024,smoked,sex,SEX_FMLE,1,23.5,,GHO
AUS,AUS,2020,smoked,sex,SEX_FMLE,1,11.4,,GHO
PRY,PRY,2020,smoked,sex,SEX_BTSX,1,8.3,,GHO
MHL,MHL,2022,smoked,sex,SEX_FMLE,1,4.2,,GHO
PAK,PAK,2020,smoked,sex,SEX_FMLE,1,3.4,,GHO
HND,HND,2024,smoked,sex,SEX_MLE,1,22.7,,GHO
NZL,NZL,2030,smoked,sex,SEX_FMLE,1,6.2,,GHO
SVK,SVK,2024,smoked,sex,SEX_BTSX,1,29.5,,GHO
URY,URY,2024,smoked,sex,SEX_FMLE,1,16.6,,GHO
CHE,CHE,2025,smoked,sex,SEX_BTSX,1,22.9,,GHO
SGP,SGP,2015,smoked,sex,SEX_FMLE,1,5.5,,GHO
VUT,VUT,2030,smoked,sex,SEX_MLE,1,39.2,,GHO
GTM,GTM,2024,smoked,sex,SEX_BTSX,1,11.2,,GHO
TLS,TLS,2022,smoked,sex,SEX_MLE,1,76.2,,GHO
NZL,NZL,2023,smoked,sex,SEX_BTSX,1,9.8,,GHO
HTI,HTI,2030,smoked,sex,SEX_BTSX,1,7.4,,GHO
NER,NER,2025,smoked,sex,SEX_MLE,1,11.4,,GHO
PSE,PSE,2022,smoked,sex,SEX_BTSX,1,31.8,,GHO
ETH,ETH,2025,smoked,sex,SEX_BTSX,1,3.5,,GHO
NRU,NRU,2022,smoked,sex,SEX_MLE,1,28.6,,GHO
MDV,MDV,2022,smoked,sex,SEX_MLE,1,43.0,,GHO
NGA,NGA,2023,smoked,sex,SEX_MLE,1,5.9,,GHO
MUS,MUS,2023,smoked,sex,SEX_BTSX,1,17.8,,GHO
BEL,BEL,2025,smoked,sex,SEX_FMLE,1,20.6,,GHO
STP,STP,2024,smoked,sex,SEX_FMLE,1,1.0,,GHO
ZAF,ZAF,2024,smoked,sex,SEX_FMLE,1,8.5,,GHO
LCA,LCA,2015,smoked,sex,SEX_BTSX,1,15.7,,GHO
FRA,FRA,2022,smoked,sex,SEX_BTSX,1,33.7,,GHO
SWE,SWE,2010,smoked,sex,SEX_BTSX,1,20.0,,GHO
AFG,AFG,2023,smoked,sex,SEX_BTSX,1,8.9,,GHO
TON,TON,2022,smoked,sex,SEX_FMLE,1,16.0,,GHO
SVN,SVN,2010,smoked,sex,SEX_BTSX,1,22.7,,GHO
AZE,AZE,2030,smoked,sex,SEX_FMLE,1,0.1,,GHO
HND,HND,2023,smoked,sex,SEX_BTSX,1,12.3,,GHO
PER,PER,2010,smoked,sex,SEX_BTSX,1,21.6,,GHO
PSE,PSE,2022,smoked,sex,SEX_FMLE,1,8.7,,GHO
LKA,LKA,2020,smoked,sex,SEX_BTSX,1,13.8,,GHO
HND,HND,2030,smoked,sex,SEX_BTSX,1,11.4,,GHO
CMR,CMR,2022,smoked,sex,SEX_BTSX,1,5.6,,GHO
BEL,BEL,2010,smoked,sex,SEX_BTSX,1,27.0,,GHO
SEN,SEN,2010,smoked,sex,SEX_BTSX,1,8.9,,GHO
CHN,CHN,2025,smoked,sex,SEX_BTSX,1,22.7,,GHO
NOR,NOR,2022,smoked,sex,SEX_FMLE,1,13.1,,GHO
MRT,MRT,2015,smoked,sex,SEX_BTSX,1,10.6,,GHO
MDV,MDV,2023,smoked,sex,SEX_BTSX,1,22.9,,GHO
EST,EST,2022,smoked,sex,SEX_FMLE,1,20.7,,GHO
SWZ,SWZ,2023,smoked,sex,SEX_MLE,1,16.9,,GHO
BDI,BDI,2024,smoked,sex,SEX_MLE,1,14.4,,GHO
ROU,ROU,2023,smoked,sex,SEX_MLE,1,38.3,,GHO
BWA,BWA,2030,smoked,sex,SEX_BTSX,1,13.5,,GHO
MDA,MDA,2020,smoked,sex,SEX_MLE,1,48.8,,GHO
SYC,SYC,2024,smoked,sex,SEX_FMLE,1,4.2,,GHO
MOZ,MOZ,2015,smoked,sex,SEX_BTSX,1,12.3,,GHO
COL,COL,2030,smoked,sex,SEX_BTSX,1,7.0,,GHO
ARM,ARM,2010,smoked,sex,SEX_MLE,1,59.1,,GHO
ECU,ECU,2030,smoked,sex,SEX_FMLE,1,2.0,,GHO
COL,COL,2025,smoked,sex,SEX_MLE,1,11.6,,GHO
BRN,BRN,2022,smoked,sex,SEX_BTSX,1,14.7,,GHO
POL,POL,2022,smoked,sex,SEX_BTSX,1,22.8,,GHO
HRV,HRV,2022,smoked,sex,SEX_BTSX,1,34.5,,GHO
NGA,NGA,2020,smoked,sex,SEX_BTSX,1,3.5,,GHO
PRT,PRT,2022,smoked,sex,SEX_FMLE,1,21.6,,GHO
MDA,MDA,2020,smoked,sex,SEX_FMLE,1,6.6,,GHO
TON,TON,2010,smoked,sex,SEX_MLE,1,50.4,,GHO
HRV,HRV,2030,smoked,sex,SEX_MLE,1,33.7,,GHO
NER,NER,2010,smoked,sex,SEX_MLE,1,12.3,,GHO
RUS,RUS,2022,smoked,sex,SEX_BTSX,1,25.6,,GHO
KAZ,KAZ,2022,smoked,sex,SEX_FMLE,1,7.0,,GHO
NLD,NLD,2015,smoked,sex,SEX_MLE,1,27.5,,GHO
USA,USA,2023,smoked,sex,SEX_BTSX,1,15.1,,GHO
MYS,MYS,2010,smoked,sex,SEX_MLE,1,42.0,,GHO
ARM,ARM,2010,smoked,sex,SEX_BTSX,1,30.5,,GHO
GNB,GNB,2015,smoked,sex,SEX_BTSX,1,10.2,,GHO
PER,PER,2025,smoked,sex,SEX_MLE,1,21.1,,GHO
SYC,SYC,2025,smoked,sex,SEX_FMLE,1,4.1,,GHO
CHE,CHE,2023,smoked,sex,SEX_MLE,1,24.4,,GHO
CHN,CHN,2025,smoked,sex,SEX_MLE,1,44.0,,GHO
DEU,DEU,2010,smoked,sex,SEX_BTSX,1,28.7,,GHO
GHA,GHA,2024,smoked,sex,SEX_BTSX,1,2.4,,GHO
KGZ,KGZ,2030,smoked,sex,SEX_FMLE,1,3.0,,GHO
BLZ,BLZ,2020,smoked,sex,SEX_FMLE,1,2.1,,GHO
COG,COG,2030,smoked,sex,SEX_BTSX,1,17.8,,GHO
HRV,HRV,2025,smoked,sex,SEX_MLE,1,35.0,,GHO
IRN,IRN,2030,smoked,sex,SEX_MLE,1,13.2,,GHO
ALB,ALB,2030,smoked,sex,SEX_FMLE,1,5.3,,GHO
ISL,ISL,2024,smoked,sex,SEX_MLE,1,9.4,,GHO
TGO,TGO,2024,smoked,sex,SEX_BTSX,1,5.1,,GHO
CHN,CHN,2024,smoked,sex,SEX_FMLE,1,1.5,,GHO
SRB,SRB,2010,smoked,sex,SEX_MLE,1,44.4,,GHO
ALB,ALB,2023,smoked,sex,SEX_BTSX,1,21.8,,GHO
IRL,IRL,2024,smoked,sex,SEX_MLE,1,21.2,,GHO
ZWE,ZWE,2025,smoked,sex,SEX_MLE,1,18.5,,GHO
BFA,BFA,2022,smoked,sex,SEX_MLE,1,14.2,,GHO
LKA,LKA,2010,smoked,sex,SEX_BTSX,1,15.4,,GHO
ALB,ALB,2010,smoked,sex,SEX_BTSX,1,28.1,,GHO
BGD,BGD,2030,smoked,sex,SEX_BTSX,1,14.4,,GHO
BHS,BHS,2015,smoked,sex,SEX_FMLE,1,2.9,,GHO
COM,COM,2020,smoked,sex,SEX_FMLE,1,1.3,,GHO
MLT,MLT,2023,smoked,sex,SEX_BTSX,1,24.8,,GHO
SGP,SGP,2023,smoked,sex,SEX_FMLE,1,5.6,,GHO
ARG,ARG,2024,smoked,sex,SEX_MLE,1,27.1,,GHO
FIN,FIN,2023,smoked,sex,SEX_BTSX,1,17.0,,GHO
SEN,SEN,2020,smoked,sex,SEX_MLE,1,11.8,,GHO
ESP,ESP,2020,smoked,sex,SEX_BTSX,1,28.5,,GHO
ETH,ETH,2022,smoked,sex,SEX_BTSX,1,3.6,,GHO
LTU,LTU,2030,smoked,sex,SEX_BTSX,1,27.2,,GHO
LTU,LTU,2022,smoked,sex,SEX_MLE,1,38.0,,GHO
UZB,UZB,2015,smoked,sex,SEX_FMLE,1,1.0,,GHO
GMB,GMB,2020,smoked,sex,SEX_MLE,1,22.6,,GHO
COG,COG,2022,smoked,sex,SEX_MLE,1,28.6,,GHO
WSM,WSM,2023,smoked,sex,SEX_BTSX,1,23.5,,GHO
GRC,GRC,2025,smoked,sex,SEX_BTSX,1,29.7,,GHO
SLV,SLV,2023,smoked,sex,SEX_FMLE,1,2.2,,GHO
CYP,CYP,2015,smoked,sex,SEX_BTSX,1,34.8,,GHO
MKD,MKD,2030,smoked,sex,SEX_MLE,1,41.4,,GHO
MDA,MDA,2030,smoked,sex,SEX_MLE,1,53.4,,GHO
ARE,ARE,2020,smoked,sex,SEX_BTSX,1,9.9,,GHO
NER,NER,2010,smoked,sex,SEX_BTSX,1,6.5,,GHO
LTU,LTU,2015,smoked,sex,SEX_BTSX,1,30.3,,GHO
NGA,NGA,2010,smoked,sex,SEX_FMLE,1,0.5,,GHO
TKM,TKM,2010,smoked,sex,SEX_MLE,1,16.5,,GHO
LAO,LAO,2015,smoked,sex,SEX_FMLE,1,7.9,,GHO
UGA,UGA,2020,smoked,sex,SEX_MLE,1,12.3,,GHO
UZB,UZB,2030,smoked,sex,SEX_BTSX,1,9.0,,GHO
SWZ,SWZ,2020,smoked,sex,SEX_MLE,1,16.7,,GHO
RUS,RUS,2024,smoked,sex,SEX_MLE,1,35.4,,GHO
ALB,ALB,2010,smoked,sex,SEX_FMLE,1,8.3,,GHO
USA,USA,2015,smoked,sex,SEX_BTSX,1,19.9,,GHO
SWZ,SWZ,2023,smoked,sex,SEX_BTSX,1,9.4,,GHO
HRV,HRV,2020,smoked,sex,SEX_FMLE,1,32.7,,GHO
IDN,IDN,2023,smoked,sex,SEX_FMLE,1,1.2,,GHO
SLE,SLE,2020,smoked,sex,SEX_FMLE,1,6.0,,GHO
FJI,FJI,2024,smoked,sex,SEX_FMLE,1,12.4,,GHO
BGD,BGD,2030,smoked,sex,SEX_FMLE,1,0.2,,GHO
DNK,DNK,2024,smoked,sex,SEX_BTSX,1,15.7,,GHO
CZE,CZE,2030,smoked,sex,SEX_BTSX,1,27.0,,GHO
CUB,CUB,2023,smoked,sex,SEX_FMLE,1,9.1,,GHO
POL,POL,2022,smoked,sex,SEX_FMLE,1,19.3,,GHO
MAR,MAR,2015,smoked,sex,SEX_MLE,1,28.1,,GHO
JAM,JAM,2015,smoked,sex,SEX_FMLE,1,5.7,,GHO
POL,POL,2015,smoked,sex,SEX_BTSX,1,27.2,,GHO
KGZ,KGZ,2015,smoked,sex,SEX_FMLE,1,2.7,,GHO
SVK,SVK,2020,smoked,sex,SEX_MLE,1,34.5,,GHO
IDN,IDN,2020,smoked,sex,SEX_MLE,1,59.5,,GHO
LAO,LAO,2025,smoked,sex,SEX_MLE,1,41.8,,GHO
JAM,JAM,2015,smoked,sex,SEX_BTSX,1,13.6,,GHO
RWA,RWA,2023,smoked,sex,SEX_MLE,1,13.8,,GHO
CYP,CYP,2030,smoked,sex,SEX_MLE,1,43.7,,GHO
TCD,TCD,2030,smoked,sex,SEX_BTSX,1,6.8,,GHO
COL,COL,2022,smoked,sex,SEX_MLE,1,12.3,,GHO
PRY,PRY,2022,smoked,sex,SEX_BTSX,1,7.3,,GHO
AUT,AUT,2024,smoked,sex,SEX_BTSX,1,23.8,,GHO
BWA,BWA,2024,smoked,sex,SEX_MLE,1,25.9,,GHO
FIN,FIN,2030,smoked,sex,SEX_FMLE,1,13.1,,GHO
DEU,DEU,2022,smoked,sex,SEX_MLE,1,25.3,,GHO
GBR,GBR,2023,smoked,sex,SEX_FMLE,1,11.5,,GHO
CUB,CUB,2022,smoked,sex,SEX_MLE,1,25.0,,GHO
KOR,KOR,2025,smoked,sex,SEX_BTSX,1,18.1,,GHO
LAO,LAO,2030,smoked,sex,SEX_BTSX,1,20.4,,GHO
MLI,MLI,2024,smoked,sex,SEX_BTSX,1,6.1,,GHO
ECU,ECU,2010,smoked,sex,SEX_BTSX,1,12.1,,GHO
NLD,NLD,2020,smoked,sex,SEX_BTSX,1,22.4,,GHO
TZA,TZA,2010,smoked,sex,SEX_MLE,1,26.9,,GHO
SLB,SLB,2020,smoked,sex,SEX_MLE,1,56.5,,GHO
GNB,GNB,2024,smoked,sex,SEX_MLE,1,15.7,,GHO
KEN,KEN,2023,smoked,sex,SEX_FMLE,1,1.1,,GHO
SWZ,SWZ,2024,smoked,sex,SEX_FMLE,1,1.9,,GHO
PRY,PRY,2010,smoked,sex,SEX_MLE,1,24.7,,GHO
HTI,HTI,2010,smoked,sex,SEX_MLE,1,15.5,,GHO
PSE,PSE,2024,smoked,sex,SEX_MLE,1,56.7,,GHO
OMN,OMN,2020,smoked,sex,SEX_BTSX,1,7.5,,GHO
KIR,KIR,2024,smoked,sex,SEX_MLE,1,50.4,,GHO
TUN,TUN,2024,smoked,sex,SEX_FMLE,1,2.3,,GHO
COL,COL,2020,smoked,sex,SEX_BTSX,1,8.8,,GHO
HUN,HUN,2025,smoked,sex,SEX_FMLE,1,28.8,,GHO
ALB,ALB,2025,smoked,sex,SEX_BTSX,1,21.1,,GHO
IDN,IDN,2022,smoked,sex,SEX_FMLE,1,1.3,,GHO
DZA,DZA,2025,smoked,sex,SEX_BTSX,1,17.4,,GHO
LBN,LBN,2010,smoked,sex,SEX_BTSX,1,38.9,,GHO
VUT,VUT,2025,smoked,sex,SEX_FMLE,1,9.1,,GHO
CHL,CHL,2025,smoked,sex,SEX_FMLE,1,23.7,,GHO
BHR,BHR,2022,smoked,sex,SEX_FMLE,1,5.9,,GHO
KHM,KHM,2010,smoked,sex,SEX_BTSX,1,22.5,,GHO
NGA,NGA,2015,smoked,sex,SEX_MLE,1,7.7,,GHO
GNB,GNB,2010,smoked,sex,SEX_BTSX,1,11.7,,GHO
CIV,CIV,2015,smoked,sex,SEX_MLE,1,19.3,,GHO
PSE,PSE,2015,smoked,sex,SEX_BTSX,1,27.5,,GHO
GUY,GUY,2015,smoked,sex,SEX_MLE,1,29.6,,GHO
MWI,MWI,2022,smoked,sex,SEX_BTSX,1,8.6,,GHO
PSE,PSE,2020,smoked,sex,SEX_BTSX,1,30.4,,GHO
EST,EST,2024,smoked,sex,SEX_FMLE,1,20.2,,GHO
PAN,PAN,2030,smoked,sex,SEX_BTSX,1,3.5,,GHO
MDG,MDG,2023,smoked,sex,SEX_BTSX,1,16.3,,GHO
PRK,PRK,2020,smoked,sex,SEX_MLE,1,34.7,,GHO
PRT,PRT,2030,smoked,sex,SEX_BTSX,1,30.3,,GHO
ARM,ARM,2020,smoked,sex,SEX_MLE,1,52.9,,GHO
TUV,TUV,2023,smoked,sex,SEX_FMLE,1,19.4,,GHO
ZMB,ZMB,2022,smoked,sex,SEX_BTSX,1,12.9,,GHO
SWE,SWE,2010,smoked,sex,SEX_FMLE,1,18.2,,GHO
VUT,VUT,2015,smoked,sex,SEX_BTSX,1,25.3,,GHO
TUN,TUN,2020,smoked,sex,SEX_BTSX,1,24.7,,GHO
EGY,EGY,2030,smoked,sex,SEX_MLE,1,53.4,,GHO
COD,COD,2025,smoked,sex,SEX_MLE,1,17.5,,GHO
MKD,MKD,2010,smoked,sex,SEX_BTSX,1,40.2,,GHO
MDG,MDG,2015,smoked,sex,SEX_MLE,1,33.6,,GHO
OMN,OMN,2022,smoked,sex,SEX_BTSX,1,7.6,,GHO
ISR,ISR,2015,smoked,sex,SEX_BTSX,1,24.1,,GHO
BEL,BEL,2023,smoked,sex,SEX_BTSX,1,23.8,,GHO
COD,COD,2023,smoked,sex,SEX_BTSX,1,9.9,,GHO
NER,NER,2025,smoked,sex,SEX_BTSX,1,6.0,,GHO
MWI,MWI,2010,smoked,sex,SEX_MLE,1,23.9,,GHO
MMR,MMR,2023,smoked,sex,SEX_FMLE,1,5.4,,GHO
KEN,KEN,2025,smoked,sex,SEX_BTSX,1,7.1,,GHO
MRT,MRT,2023,smoked,sex,SEX_BTSX,1,9.1,,GHO
ALB,ALB,2020,smoked,sex,SEX_FMLE,1,6.6,,GHO
WSM,WSM,2025,smoked,sex,SEX_MLE,1,31.6,,GHO
RUS,RUS,2022,smoked,sex,SEX_FMLE,1,14.3,,GHO
SGP,SGP,2024,smoked,sex,SEX_FMLE,1,5.6,,GHO
MOZ,MOZ,2024,smoked,sex,SEX_BTSX,1,8.5,,GHO
MOZ,MOZ,2020,smoked,sex,SEX_FMLE,1,2.5,,GHO
COG,COG,2030,smoked,sex,SEX_MLE,1,34.5,,GHO
USA,USA,2022,smoked,sex,SEX_MLE,1,18.7,,GHO
IRN,IRN,2010,smoked,sex,SEX_FMLE,1,1.7,,GHO
LTU,LTU,2024,smoked,sex,SEX_FMLE,1,19.5,,GHO
